a_mean,a_median,a_pct10,a_pct25,a_pct75,a_pct90,annual,area,area_title,area_type,emp_prse,group,h_mean,h_median,h_pct10,h_pct25,h_pct75,h_pct90,hourly,jobs_1000,loc_quotient,mean_prse,naics,naics_title,occ_code,occ_title,own_code,pct_tot,pct_total,tot_emp,year
82630,71870,39720,55250,91770,131780, ,44,Rhode Island,2,4.9,major,39.73,34.55,19.09,26.56,44.12,63.36, ,66.330, 1.14,2.4,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,30770,2014
30570,28990,21240,24880,35370,42500, ,44,Rhode Island,2,4.2,major,14.7,13.94,10.21,11.96,17.0,20.43, ,42.616, 1.46,1.5,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,19770,2014
46220,47160,20750,26980,60110,72330, ,44,Rhode Island,2,4.5,major,22.22,22.68,9.98,12.97,28.9,34.77, ,25.278, 1.04,5.0,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,11730,2014
22920,19190,17150,17920,24290,34430, ,44,Rhode Island,2,1.7,major,11.02,9.23,8.25,8.61,11.68,16.55, ,104.62, 1.15,1.2,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,48530,2014
30080,27770,18570,21620,36750,45040, ,44,Rhode Island,2,3.3,major,14.46,13.35,8.93,10.4,17.67,21.66, ,32.191, 1.00,2.2,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,14930,2014
25780,22510,17680,19230,28430,40090, ,44,Rhode Island,2,11.3,major,12.39,10.82,8.5,9.24,13.67,19.27, ,30.267, 0.98,2.1,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,14040,2014
40310,27090,17750,19430,48450,77100, ,44,Rhode Island,2,2.6,major,19.38,13.02,8.53,9.34,23.29,37.07, ,97.712, 0.93,3.0,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,45330,2014
38100,36450,21040,28010,46410,57200, ,44,Rhode Island,2,1.9,major,18.32,17.53,10.12,13.47,22.31,27.50, ,161.90, 1.01,0.7,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,75110,2014
24110,19200,17150,17920,23890,39990, ,44,Rhode Island,2,36.3,major,11.59,9.23,8.25,8.62,11.49,19.23, , 0.308, 0.09,10.4,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,140,2014
47480,44700,26550,33430,58760,73860, ,44,Rhode Island,2,2.8,major,22.83,21.49,12.76,16.07,28.25,35.51, ,33.592, 0.86,2.0,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,15580,2014
47050,45000,26710,34580,57480,71480, ,44,Rhode Island,2,4.3,major,22.62,21.63,12.84,16.63,27.64,34.37, ,31.570, 0.81,1.3,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,14650,2014
35240,31780,18770,23210,43370,57100, ,44,Rhode Island,2,3.0,major,16.94,15.28,9.03,11.16,20.85,27.45, ,65.078, 0.98,1.8,0,Cross-industry,51-0000,Production Occupations,1235.0,,,30190,2014
33740,31160,18170,21240,40830,54670, ,44,Rhode Island,2,4.1,major,16.22,14.98,8.74,10.21,19.63,26.28, ,49.467, 0.72,1.9,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,22950,2014
94200,82170,37980,56900,116510,165950, ,45,South Carolina,2,1.3,major,45.29,39.5,18.26,27.35,56.02,79.78, ,42.837, 0.86,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,80380,2014
59660,53590,29620,39300,72530,95130, ,45,South Carolina,2,1.1,major,28.68,25.76,14.24,18.89,34.87,45.74, ,36.662, 0.73,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,68800,2014
66430,62430,34600,45550,83190,104550, ,45,South Carolina,2,1.8,major,31.94,30.01,16.63,21.9,40.0,50.26, ,18.264, 0.64,1.1,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,34270,2014
73960,70480,39280,52320,92350,114690, ,45,South Carolina,2,4.0,major,35.56,33.88,18.89,25.15,44.4,55.14, ,19.036, 1.06,1.2,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,35720,2014
57340,54320,28900,38050,71810,90770, ,45,South Carolina,2,4.6,major,27.57,26.11,13.9,18.29,34.53,43.64, , 4.581, 0.54,1.5,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,8600,2014
39440,35960,21640,26950,48780,63790, ,45,South Carolina,2,2.0,major,18.96,17.29,10.41,12.95,23.45,30.67, ,11.528, 0.81,1.7,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,21630,2014
74940,52220,30010,38280,85550,153840, ,45,South Carolina,2,3.0,major,36.03,25.11,14.43,18.4,41.13,73.96, , 6.679, 0.86,3.8,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,12530,2014
45420,44390,18300,27670,58260,73180, ,45,South Carolina,2,2.0,major,21.84,21.34,8.8,13.3,28.01,35.19, ,59.496, 0.95,1.9,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,111640,2014
42760,36100,19770,26160,52350,72980, ,45,South Carolina,2,3.7,major,20.56,17.36,9.51,12.58,25.17,35.08, , 9.269, 0.70,1.5,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,17390,2014
66950,53680,26660,37580,73950,120280, ,45,South Carolina,2,1.4,major,32.19,25.81,12.82,18.07,35.55,57.83, ,61.538, 1.06,1.0,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,115470,2014
25970,23030,16960,19380,29150,37780, ,45,South Carolina,2,1.9,major,12.49,11.07,8.16,9.32,14.01,18.16, ,28.085, 0.96,1.0,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,52700,2014
34550,31670,18570,24200,41530,54990, ,45,South Carolina,2,2.1,major,16.61,15.23,8.93,11.63,19.97,26.44, ,24.641, 1.01,1.6,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,46240,2014
19990,18370,15940,16850,21130,27600, ,45,South Carolina,2,0.9,major,9.61,8.83,7.66,8.1,10.16,13.27, ,98.174, 1.08,0.7,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,184220,2014
22570,19950,16220,17540,24920,32750, ,45,South Carolina,2,2.2,major,10.85,9.59,7.8,8.44,11.98,15.74, ,35.785, 1.11,1.0,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,67150,2014
22390,19210,16100,17270,23800,34280, ,45,South Carolina,2,2.4,major,10.77,9.24,7.74,8.3,11.44,16.48, ,24.264, 0.79,0.9,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,45530,2014
31130,21680,16440,17890,35460,57730, ,45,South Carolina,2,1.2,major,14.96,10.42,7.9,8.6,17.05,27.76, ,111.25, 1.06,0.9,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,208750,2014
32050,29310,18240,22480,38080,49300, ,45,South Carolina,2,0.9,major,15.41,14.09,8.77,10.81,18.31,23.70, ,156.71, 0.98,0.5,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,294060,2014
32060,29680,18050,21980,38920,48340, ,45,South Carolina,2,4.0,major,15.41,14.27,8.68,10.57,18.71,23.24, , 2.291, 0.69,2.0,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,4300,2014
37440,34270,21250,26410,45510,58230, ,45,South Carolina,2,2.0,major,18.0,16.48,10.22,12.7,21.88,28.00, ,35.911, 0.92,0.8,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,67390,2014
41420,38710,21670,28510,51660,64840, ,45,South Carolina,2,1.5,major,19.91,18.61,10.42,13.71,24.84,31.17, ,44.513, 1.15,0.6,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,83530,2014
35220,32280,19070,23800,42880,56450, ,45,South Carolina,2,2.2,major,16.93,15.52,9.17,11.44,20.61,27.14, ,99.097, 1.50,1.0,0,Cross-industry,51-0000,Production Occupations,1235.0,,,185950,2014
31030,26760,17280,19960,37750,51290, ,45,South Carolina,2,1.8,major,14.92,12.87,8.31,9.59,18.15,24.66, ,69.396, 1.01,1.0,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,130220,2014
96230,84580,41010,59720,115900,163970, ,46,South Dakota,2,1.3,major,46.26,40.67,19.71,28.71,55.72,78.83, ,28.106, 0.56,1.1,0,Cross-industry,11-0000,Management Occupations,1235.0,,,11500,2014
59590,54560,35770,43710,69110,87060, ,46,South Dakota,2,1.6,major,28.65,26.23,17.2,21.01,33.23,41.86, ,43.705, 0.86,1.3,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,17890,2014
59320,55510,34210,42700,72520,91020, ,46,South Dakota,2,2.5,major,28.52,26.69,16.45,20.53,34.87,43.76, ,16.698, 0.59,1.1,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,6830,2014
60900,58410,34380,43330,74640,92110, ,46,South Dakota,2,2.4,major,29.28,28.08,16.53,20.83,35.88,44.28, ,11.712, 0.65,1.1,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,4790,2014
52250,48430,27870,35390,63780,79590, ,46,South Dakota,2,2.4,major,25.12,23.29,13.4,17.02,30.67,38.26, ,10.226, 1.21,1.4,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,4190,2014
37310,35980,23440,30080,43820,52580, ,46,South Dakota,2,1.8,major,17.94,17.3,11.27,14.46,21.07,25.28, ,14.791, 1.04,1.0,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,6050,2014
71410,58360,32940,41630,89230,123010, ,46,South Dakota,2,7.2,major,34.33,28.06,15.84,20.01,42.9,59.14, , 4.156, 0.53,4.5,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,1700,2014
40270,37260,21900,28370,48210,61420, ,46,South Dakota,2,1.3,major,19.36,17.91,10.53,13.64,23.18,29.53, ,58.098, 0.93,2.2,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,23780,2014
35420,31940,21290,25710,42040,55360, ,46,South Dakota,2,3.2,major,17.03,15.36,10.24,12.36,20.21,26.62, ,12.892, 0.97,1.3,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,5280,2014
64030,50090,29750,39350,68610,107360, ,46,South Dakota,2,1.0,major,30.78,24.08,14.31,18.92,32.99,51.62, ,69.559, 1.20,1.4,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,28470,2014
25470,24290,19140,21250,29140,34720, ,46,South Dakota,2,2.6,major,12.24,11.68,9.2,10.22,14.01,16.69, ,26.954, 0.92,0.9,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,11030,2014
36550,33330,20720,24880,44250,57810, ,46,South Dakota,2,3.4,major,17.57,16.02,9.96,11.96,21.28,27.79, ,16.001, 0.66,2.2,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,6550,2014
19580,18600,15990,16970,21660,25610, ,46,South Dakota,2,1.3,major,9.41,8.94,7.69,8.16,10.41,12.31, ,98.148, 1.08,0.7,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,40170,2014
23040,21870,16590,18470,26420,31040, ,46,South Dakota,2,1.8,major,11.08,10.51,7.98,8.88,12.7,14.92, ,40.365, 1.25,1.0,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,16520,2014
23360,21840,16630,18520,26580,33270, ,46,South Dakota,2,3.7,major,11.23,10.5,7.99,8.91,12.78,15.99, ,32.856, 1.07,1.2,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,13450,2014
34680,24480,16780,18720,41250,63460, ,46,South Dakota,2,1.5,major,16.68,11.77,8.07,9.0,19.83,30.51, ,114.85, 1.09,1.7,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,47000,2014
28710,27340,18980,22320,33660,40450, ,46,South Dakota,2,1.0,major,13.8,13.14,9.12,10.73,16.18,19.45, ,160.66, 1.00,0.5,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,65750,2014
27960,26460,20450,22630,30480,38380, ,46,South Dakota,2,7.6,major,13.44,12.72,9.83,10.88,14.65,18.45, , 3.603, 1.09,1.8,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,1470,2014
35610,33220,22860,27060,42010,53010, ,46,South Dakota,2,1.8,major,17.12,15.97,10.99,13.01,20.2,25.48, ,50.583, 1.29,0.8,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,20700,2014
42800,39260,26420,31750,51380,65950, ,46,South Dakota,2,2.4,major,20.58,18.87,12.7,15.26,24.7,31.71, ,39.410, 1.02,0.9,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,16130,2014
31490,29660,21200,25170,36420,44570, ,46,South Dakota,2,1.6,major,15.14,14.26,10.19,12.1,17.51,21.43, ,74.719, 1.13,0.8,0,Cross-industry,51-0000,Production Occupations,1235.0,,,30580,2014
30780,27750,19000,22290,36020,48600, ,46,South Dakota,2,1.9,major,14.8,13.34,9.13,10.72,17.32,23.37, ,71.906, 1.05,1.2,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,29430,2014
91250,76460,35820,52130,112780,164810, ,47,Tennessee,2,1.0,major,43.87,36.76,17.22,25.06,54.22,79.24, ,55.227, 1.11,0.7,0,Cross-industry,11-0000,Management Occupations,1235.0,,,151850,2014
62350,55910,31610,41200,75000,98870, ,47,Tennessee,2,2.9,major,29.98,26.88,15.2,19.81,36.06,47.53, ,36.306, 0.72,0.9,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,99820,2014
69900,67130,36220,48500,88920,109600, ,47,Tennessee,2,2.2,major,33.6,32.27,17.41,23.32,42.75,52.69, ,16.930, 0.60,0.9,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,46550,2014
74530,70380,38200,51110,94050,117470, ,47,Tennessee,2,3.1,major,35.83,33.84,18.37,24.57,45.22,56.48, ,15.532, 0.87,1.1,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,42700,2014
61820,54840,29060,39790,75280,101930, ,47,Tennessee,2,3.7,major,29.72,26.37,13.97,19.13,36.19,49.00, , 5.550, 0.66,1.7,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,15260,2014
38720,36720,21080,27920,46270,59750, ,47,Tennessee,2,1.4,major,18.62,17.66,10.14,13.42,22.25,28.73, ,10.820, 0.76,1.2,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,29750,2014
86010,66090,31100,44410,110650,169490, ,47,Tennessee,2,3.4,major,41.35,31.77,14.95,21.35,53.2,81.48, , 4.910, 0.63,2.8,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,13500,2014
44720,43190,18470,28350,56010,70570, ,47,Tennessee,2,1.7,major,21.5,20.77,8.88,13.63,26.93,33.93, ,54.825, 0.88,1.5,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,150740,2014
49260,38790,19170,26060,58170,82070, ,47,Tennessee,2,4.8,major,23.68,18.65,9.22,12.53,27.97,39.46, ,10.497, 0.79,2.6,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,28860,2014
65160,51430,27750,36740,71350,117580, ,47,Tennessee,2,1.7,major,31.33,24.73,13.34,17.66,34.3,56.53, ,66.590, 1.15,1.3,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,183090,2014
26620,24040,17290,20120,30150,38640, ,47,Tennessee,2,1.6,major,12.8,11.56,8.32,9.67,14.5,18.58, ,27.263, 0.93,0.9,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,74960,2014
35010,31660,17680,22090,44980,56920, ,47,Tennessee,2,2.3,major,16.83,15.22,8.5,10.62,21.63,27.37, ,23.492, 0.96,1.6,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,64590,2014
19660,18310,15920,16820,20850,26980, ,47,Tennessee,2,1.0,major,9.45,8.8,7.66,8.09,10.03,12.97, ,89.570, 0.99,0.5,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,246270,2014
23470,20950,16330,17830,26720,35230, ,47,Tennessee,2,3.1,major,11.28,10.07,7.85,8.57,12.84,16.94, ,30.692, 0.95,0.9,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,84390,2014
22810,19290,16120,17310,24150,35380, ,47,Tennessee,2,2.4,major,10.97,9.27,7.75,8.32,11.61,17.01, ,24.642, 0.80,1.0,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,67750,2014
34300,23660,16640,18380,38440,65150, ,47,Tennessee,2,1.2,major,16.49,11.38,8.0,8.84,18.48,31.32, ,99.592, 0.94,1.0,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,273830,2014
32760,29700,18640,23060,38570,51200, ,47,Tennessee,2,0.9,major,15.75,14.28,8.96,11.09,18.54,24.62, ,163.78, 1.02,0.4,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,450300,2014
28690,25510,17970,21610,33180,43360, ,47,Tennessee,2,6.1,major,13.79,12.26,8.64,10.39,15.95,20.84, , 1.213, 0.37,1.9,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,3330,2014
38200,34900,22700,27600,45770,59340, ,47,Tennessee,2,1.7,major,18.37,16.78,10.91,13.27,22.01,28.53, ,30.955, 0.79,0.6,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,85110,2014
42090,38960,22590,29220,52660,67550, ,47,Tennessee,2,1.6,major,20.24,18.73,10.86,14.05,25.32,32.48, ,42.944, 1.11,0.6,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,118070,2014
33310,30440,18940,23460,38970,52850, ,47,Tennessee,2,2.0,major,16.02,14.64,9.11,11.28,18.74,25.41, ,91.981, 1.39,1.2,0,Cross-industry,51-0000,Production Occupations,1235.0,,,252900,2014
31590,27860,17460,20760,37520,51520, ,47,Tennessee,2,3.7,major,15.19,13.39,8.39,9.98,18.04,24.77, ,96.693, 1.41,1.0,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,265860,2014
114480,97120,47560,68120,143970,#, ,48,Texas,2,0.7,major,55.04,46.69,22.87,32.75,69.22,#, ,42.359, 0.85,0.5,0,Cross-industry,11-0000,Management Occupations,1235.0,,,475640,2014
73830,65580,36190,48240,89010,119680, ,48,Texas,2,1.0,major,35.5,31.53,17.4,23.19,42.79,57.54, ,46.735, 0.92,0.5,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,524790,2014
81600,77290,39560,55380,103150,129430, ,48,Texas,2,1.6,major,39.23,37.16,19.02,26.62,49.59,62.23, ,29.653, 1.05,0.7,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,332970,2014
89660,79990,39420,55800,113120,151070, ,48,Texas,2,1.7,major,43.11,38.46,18.95,26.83,54.39,72.63, ,21.284, 1.19,1.1,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,239000,2014
71870,57940,29290,41130,86780,129090, ,48,Texas,2,2.2,major,34.56,27.86,14.08,19.77,41.72,62.07, , 7.659, 0.90,2.0,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,86010,2014
45770,42580,26980,33760,56480,69740, ,48,Texas,2,1.5,major,22.01,20.47,12.97,16.23,27.15,33.53, , 9.045, 0.63,0.7,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,101560,2014
100760,76050,33620,48240,131790,#, ,48,Texas,2,2.0,major,48.44,36.56,16.16,23.19,63.36,#, , 6.911, 0.89,2.0,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,77600,2014
48170,47200,19210,30570,58160,72160, ,48,Texas,2,1.7,major,23.16,22.69,9.24,14.7,27.96,34.69, ,61.471, 0.98,1.2,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,690250,2014
49250,41690,19430,27250,61540,85710, ,48,Texas,2,2.1,major,23.68,20.04,9.34,13.1,29.59,41.21, , 9.831, 0.74,0.9,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,110390,2014
73510,60180,30840,42770,82650,126590, ,48,Texas,2,1.3,major,35.34,28.93,14.83,20.56,39.73,60.86, ,52.075, 0.90,0.8,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,584740,2014
27580,24600,17270,20220,31180,39590, ,48,Texas,2,1.5,major,13.26,11.83,8.3,9.72,14.99,19.03, ,24.942, 0.86,0.9,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,280070,2014
41120,37000,18470,23930,52180,71570, ,48,Texas,2,1.3,major,19.77,17.79,8.88,11.5,25.09,34.41, ,25.643, 1.05,1.9,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,287940,2014
20880,18620,15990,16980,22470,29760, ,48,Texas,2,0.5,major,10.04,8.95,7.69,8.16,10.8,14.31, ,92.446, 1.02,0.4,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,1038070,2014
22590,20260,16280,17660,24950,32210, ,48,Texas,2,1.0,major,10.86,9.74,7.83,8.49,12.0,15.49, ,29.113, 0.90,0.5,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,326910,2014
21170,18410,15960,16880,21600,30570, ,48,Texas,2,1.4,major,10.18,8.85,7.67,8.11,10.38,14.70, ,34.781, 1.13,0.7,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,390550,2014
39850,25730,16840,18880,45880,80320, ,48,Texas,2,0.8,major,19.16,12.37,8.1,9.08,22.06,38.62, ,108.18, 1.03,0.7,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,1214690,2014
34330,30920,18810,23650,41250,55240, ,48,Texas,2,0.6,major,16.5,14.87,9.04,11.37,19.83,26.56, ,171.08, 1.07,0.2,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,1920990,2014
25750,21680,16380,17880,30110,43080, ,48,Texas,2,5.9,major,12.38,10.42,7.87,8.6,14.48,20.71, , 1.370, 0.41,2.1,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,15390,2014
40400,35290,22330,27450,47460,64060, ,48,Texas,2,1.0,major,19.42,16.97,10.74,13.2,22.82,30.80, ,52.030, 1.33,0.6,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,584240,2014
42810,39090,21750,28800,53660,68950, ,48,Texas,2,1.0,major,20.58,18.79,10.46,13.85,25.8,33.15, ,42.692, 1.10,0.4,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,479380,2014
35750,30460,18130,22320,43540,61670, ,48,Texas,2,1.1,major,17.19,14.65,8.71,10.73,20.93,29.65, ,60.674, 0.92,0.7,0,Cross-industry,51-0000,Production Occupations,1235.0,,,681300,2014
33990,28390,17400,20390,39510,56910, ,48,Texas,2,1.3,major,16.34,13.65,8.37,9.8,18.99,27.36, ,70.038, 1.02,1.3,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,786450,2014
93180,81180,35960,54900,117170,162730, ,49,Utah,2,1.3,major,44.8,39.03,17.29,26.4,56.33,78.24, ,52.204, 1.05,0.9,0,Cross-industry,11-0000,Management Occupations,1235.0,,,66860,2014
63090,57640,32320,42450,77030,97770, ,49,Utah,2,1.9,major,30.33,27.71,15.54,20.41,37.04,47.01, ,50.494, 1.00,1.2,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,64670,2014
72230,70260,32330,47620,93150,116730, ,49,Utah,2,2.3,major,34.73,33.78,15.54,22.89,44.78,56.12, ,30.018, 1.06,1.3,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,38440,2014
72300,69390,39290,52360,89960,110740, ,49,Utah,2,2.7,major,34.76,33.36,18.89,25.17,43.25,53.24, ,20.871, 1.17,1.2,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,26730,2014
57160,52570,27100,36450,71370,92280, ,49,Utah,2,2.4,major,27.48,25.27,13.03,17.53,34.31,44.36, , 8.155, 0.96,1.6,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,10440,2014
40380,36640,21160,26220,49100,63670, ,49,Utah,2,2.5,major,19.41,17.62,10.17,12.61,23.61,30.61, ,13.337, 0.93,2.2,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,17080,2014
86050,66940,30610,42130,108780,166670, ,49,Utah,2,3.8,major,41.37,32.18,14.72,20.26,52.3,80.13, , 6.701, 0.86,4.1,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,8580,2014
51180,42990,20820,27210,62890,88910, ,49,Utah,2,1.5,major,24.61,20.67,10.01,13.08,30.24,42.74, ,61.133, 0.98,7.6,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,78290,2014
44530,37560,18050,24720,55380,75810, ,49,Utah,2,3.5,major,21.41,18.06,8.68,11.88,26.63,36.45, ,14.275, 1.08,2.1,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,18280,2014
69750,57970,28600,40940,77140,119950, ,49,Utah,2,1.7,major,33.53,27.87,13.75,19.68,37.09,57.67, ,47.609, 0.82,1.8,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,60970,2014
27050,25650,19560,21820,30040,36700, ,49,Utah,2,2.5,major,13.01,12.33,9.4,10.49,14.44,17.65, ,25.381, 0.87,0.9,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,32500,2014
38680,36190,18050,23510,49080,61730, ,49,Utah,2,4.5,major,18.6,17.4,8.68,11.3,23.6,29.68, ,17.944, 0.74,1.8,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,22980,2014
21140,18950,16050,17140,23470,29800, ,49,Utah,2,1.2,major,10.17,9.11,7.72,8.24,11.28,14.33, ,77.800, 0.86,0.9,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,99630,2014
23470,20640,16270,17690,27100,35960, ,49,Utah,2,2.3,major,11.28,9.92,7.82,8.5,13.03,17.29, ,31.877, 0.99,1.0,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,40820,2014
24620,21170,16350,17880,28010,39900, ,49,Utah,2,3.1,major,11.84,10.18,7.86,8.59,13.47,19.18, ,24.837, 0.81,1.7,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,31810,2014
38440,25470,16860,18930,44180,74980, ,49,Utah,2,1.5,major,18.48,12.25,8.11,9.1,21.24,36.05, ,108.46, 1.03,1.3,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,138910,2014
32420,29670,19500,23270,38310,49440, ,49,Utah,2,2.0,major,15.59,14.27,9.37,11.19,18.42,23.77, ,180.30, 1.13,0.7,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,230900,2014
26700,23420,16910,19110,32160,43080, ,49,Utah,2,17.9,major,12.83,11.26,8.13,9.19,15.46,20.71, , 1.020, 0.31,3.4,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,1310,2014
